country,iso3,year,convention_status_current,convention_signed_year,convention_ratified_year,convention_entry_into_force_year,convention_denounced_effective_year,treatment_main_ratification,post_entry_into_force,active_party_annual_approx,event_time_main_ratification_years,years_since_entry_into_force,outcome_primary_female_intentional_homicide_rate_per_100k,outcome_secondary_sexual_violence_rate_per_100k,outcome_secondary_rape_rate_per_100k,gdp_per_capita_constant_2015_usd,female_labor_force_participation_pct,turkey_post_denunciation_2021_onward,microstate_country,sample_exclude_turkey,sample_exclude_microstates,sample_primary_female_homicide_2000_2023,sample_secondary_sexual_violence_2005_2023,sample_secondary_rape_2005_2023,sample_core_controls_available,sample_primary_full_controls,sample_secondary_sv_full_controls,sample_secondary_rape_full_controls,population_total,grevio_report_year,grevio_report_available,sample_primary_grevio_available,wbl_dv_legislation,wbl_femicide_law,sample_wbl_dv_legislation,sample_wbl_femicide_law,ratified_by_2023,ratification_after_analysis_window,government_effectiveness_wgi,rule_of_law_wgi,wgi_value_status,grevio_baseline_report_year_verified,grevio_report_available_verified,grevio_score_status,wave_shelter_reference_population_2020,wave_shelter_existing_beds_2020,wave_shelter_beds_needed_ic_standard_2020,wave_shelter_beds_missing_2020,wave_shelter_pct_beds_missing_2020,wave_shelter_beds_per_10k_total_population_2020,wave_shelter_meets_ic_minimum_standard_2020,data_quality_note
Ireland,IRL,1992,party,2015,2019.0,2019.0,,0,0,0,-27,-27,0.3,,,24400.31,42.9,0,0,1,1,0,0,0,0,0,0,0,3554000,2023,0,0,1.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,1993,party,2015,2019.0,2019.0,,0,0,0,-26,-26,0.334,,,24932.38,44.3,0,0,1,1,0,0,0,0,0,0,0,3564000,2023,0,0,1.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,1994,party,2015,2019.0,2019.0,,0,0,0,-25,-25,0.277,,,26263.71,45.3,0,0,1,1,0,0,0,0,0,0,0,3571000,2023,0,0,1.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,1995,party,2015,2019.0,2019.0,,0,0,0,-24,-24,0.351,,,28646.82,46.3,0,0,1,1,0,0,0,0,0,0,0,3600000,2023,0,0,1.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,1996,party,2015,2019.0,2019.0,,0,0,0,-23,-23,0.973,,,30518.4,48.2,0,0,1,1,0,0,0,1,0,0,0,3627000,2023,0,0,1.0,0.0,1,1,1,0,2.84,2.55,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,1997,party,2015,2019.0,2019.0,,0,0,0,-22,-22,0.617,,,33543.99,48.3,0,0,1,1,0,0,0,0,0,0,0,3677000,2023,0,0,1.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,1998,party,2015,2019.0,2019.0,,0,0,0,-21,-21,0.347,,,36105.92,49.8,0,0,1,1,0,0,0,1,0,0,0,3740000,2023,0,0,1.0,0.0,1,1,1,0,2.95,2.71,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,1999,party,2015,2019.0,2019.0,,0,0,0,-20,-20,0.326,,,39460.48,50.8,0,0,1,1,0,0,0,0,0,0,0,3800000,2023,0,0,1.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2000,party,2015,2019.0,2019.0,,0,0,0,-19,-19,0.407,,,42599.48,51.9,0,0,1,1,1,0,0,1,1,0,0,3805000,2023,0,0,1.0,0.0,1,1,1,0,2.71,2.62,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2001,party,2015,2019.0,2019.0,,0,0,0,-18,-18,0.402,,,44151.15,52.4,0,0,1,1,1,0,0,0,0,0,0,3866000,2023,0,0,1.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2002,party,2015,2019.0,2019.0,,0,0,0,-17,-17,0.551,,,45974.49,53.1,0,0,1,1,1,0,0,1,1,0,0,3958000,2023,0,0,1.0,0.0,1,1,1,0,2.67,2.71,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2003,party,2015,2019.0,2019.0,,0,0,0,-16,-16,0.409,,9.266,46594.86,53.2,0,0,1,1,1,0,0,1,1,0,0,4028000,2023,0,0,1.0,0.0,1,1,1,0,2.54,2.52,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2004,party,2015,2019.0,2019.0,,0,0,0,-15,-15,0.245,43.088,10.059,48856.32,53.3,0,0,1,1,1,0,0,1,1,0,0,4108000,2023,0,0,1.0,0.0,1,1,1,0,2.58,2.57,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2005,party,2015,2019.0,2019.0,,0,0,0,-14,-14,0.394,43.342,10.854,50547.21,55.0,0,0,1,1,1,1,1,1,1,1,1,4204000,2023,0,0,1.0,0.0,1,1,1,0,2.94,2.69,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2006,party,2015,2019.0,2019.0,,0,0,0,-13,-13,0.761,33.148,8.691,51656.82,55.7,0,0,1,1,1,1,1,1,1,1,1,4340000,2023,0,0,1.0,0.0,1,1,1,0,2.6,2.91,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2007,party,2015,2019.0,2019.0,,0,0,0,-12,-12,0.507,31.091,8.126,52849.69,57.0,0,0,1,1,1,1,1,1,1,1,1,4467000,2023,0,0,1.0,0.0,1,1,1,0,2.64,2.94,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2008,party,2015,2019.0,2019.0,,0,0,0,-11,-11,0.443,31.342,7.757,49461.16,56.8,0,0,1,1,1,1,1,1,1,1,1,4548000,2023,0,0,1.0,0.0,1,1,1,0,2.54,2.9,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2009,party,2015,2019.0,2019.0,,0,0,0,-10,-10,0.427,32.644,7.257,46466.38,56.1,0,0,1,1,1,1,1,1,1,1,1,4535000,2023,0,0,1.0,0.0,1,1,1,0,2.26,2.96,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2010,party,2015,2019.0,2019.0,,0,0,0,-9,-9,0.479,51.896,10.485,46991.65,55.2,0,0,1,1,1,1,1,1,1,1,1,4554000,2023,0,0,1.0,0.0,1,1,1,0,2.29,2.99,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2011,party,2015,2019.0,2019.0,,0,0,0,-8,-8,0.347,43.978,9.848,47539.92,54.9,0,0,1,1,1,1,1,1,1,1,1,4571000,2023,0,0,1.0,0.0,1,1,1,0,2.47,2.97,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2012,party,2015,2019.0,2019.0,,0,0,0,-7,-7,0.517,45.999,11.282,47147.16,54.7,0,0,1,1,1,1,1,1,1,1,1,4586000,2023,0,0,1.0,0.0,1,1,1,0,2.62,2.94,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2013,party,2015,2019.0,2019.0,,0,0,0,-6,-6,0.386,40.716,9.752,47928.03,55.2,0,0,1,1,1,1,1,1,1,1,1,4598000,2023,0,0,1.0,0.0,1,1,1,0,2.56,2.91,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2014,party,2015,2019.0,2019.0,,0,0,0,-5,-5,0.467,40.015,10.304,52044.62,54.9,0,0,1,1,1,1,1,1,1,1,1,4614000,2023,0,0,1.0,0.0,1,1,1,0,2.72,2.99,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2015,party,2015,2019.0,2019.0,,0,0,0,-4,-4,0.295,49.038,14.163,64250.14,54.8,0,0,1,1,1,1,1,1,1,1,1,4658000,2023,0,0,1.0,0.0,1,1,1,0,2.59,2.95,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2016,party,2015,2019.0,2019.0,,0,0,0,-3,-3,0.083,53.539,14.642,64205.98,55.5,0,0,1,1,1,1,1,1,1,1,1,4726000,2023,0,0,1.0,0.0,1,1,1,0,2.27,2.5,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2017,party,2015,2019.0,2019.0,,0,0,0,-2,-2,0.618,52.617,17.442,69748.62,55.6,0,0,1,1,1,1,1,1,1,1,1,4801000,2023,0,0,1.0,0.0,1,1,1,0,2.16,2.36,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2018,party,2015,2019.0,2019.0,,0,0,0,-1,-1,0.407,57.588,21.139,74029.06,56.0,0,0,1,1,1,1,1,1,1,1,1,4861000,2023,0,0,1.0,0.0,1,1,1,0,2.35,2.41,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2019,party,2015,2019.0,2019.0,,1,1,1,0,0,0.281,57.931,21.587,76485.64,56.2,0,0,1,1,1,1,1,1,1,1,1,4955000,2023,0,0,1.0,0.0,1,1,1,0,2.15,2.3,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2020,party,2015,2019.0,2019.0,,1,1,1,1,1,0.239,52.683,20.993,80927.94,55.1,0,0,1,1,1,1,1,1,1,1,1,5006000,2023,0,0,1.0,0.0,1,1,1,0,2.45,2.49,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2021,party,2015,2019.0,2019.0,,1,1,1,2,2,0.276,59.482,22.075,92781.23,57.9,0,0,1,1,1,1,1,1,1,1,1,5033000,2023,0,0,1.0,0.0,1,1,1,0,2.5,2.55,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2022,party,2015,2019.0,2019.0,,1,1,1,3,3,0.426,62.407,21.546,97793.54,59.1,0,0,1,1,1,1,1,1,1,1,1,5123000,2023,0,0,1.0,0.0,1,1,1,0,2.17,2.14,retained_legacy_not_independently_reimported,2023,0,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric.
Ireland,IRL,2023,party,2015,2019.0,2019.0,,1,1,1,4,4,0.419,56.614,19.32,93541.96,60.2,0,0,1,1,1,1,1,0,0,0,0,5280000,2023,1,1,1.0,0.0,1,1,1,0,,,excluded_legacy_flagged_for_manual_review,2023,1,excluded_until_researcher_coding_rubric_is_documented,4964440,139,496,357,72,0.279991,0,GDP parsed from comma-formatted text to numeric. | WGI legacy value excluded because source file flagged this country-year for manual review. | UNODC outcome values preserved from source dataset; not silently imputed or replaced.
Iceland,ISL,1990,party,2011,2018.0,2018.0,,0,0,0,-28,-28,,,,37302.81,66.2,0,0,1,1,0,0,0,0,0,0,0,255000,2022,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,1991,party,2011,2018.0,2018.0,,0,0,0,-27,-27,,,,36790.49,66.2,0,0,1,1,0,0,0,0,0,0,0,259000,2022,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,1992,party,2011,2018.0,2018.0,,0,0,0,-26,-26,,,,35105.29,67.1,0,0,1,1,0,0,0,0,0,0,0,261000,2022,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,1993,party,2011,2018.0,2018.0,,0,0,0,-25,-25,,,,35206.57,67.4,0,0,1,1,0,0,0,0,0,0,0,264000,2022,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,1994,party,2011,2018.0,2018.0,,0,0,0,-24,-24,,,,36162.29,67.9,0,0,1,1,0,0,0,0,0,0,0,267000,2022,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,1995,party,2011,2018.0,2018.0,,0,0,0,-23,-23,,,,36008.58,70.1,0,0,1,1,0,0,0,0,0,0,0,269000,2022,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,1996,party,2011,2018.0,2018.0,,0,0,0,-22,-22,0.0,,,37425.51,68.7,0,0,1,1,0,0,0,1,0,0,0,272000,2022,0,0,0.0,0.0,1,1,1,0,3.16,2.72,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,1997,party,2011,2018.0,2018.0,,0,0,0,-21,-21,,,,38657.28,67.6,0,0,1,1,0,0,0,0,0,0,0,274000,2022,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,1998,party,2011,2018.0,2018.0,,0,0,0,-20,-20,,,,40926.72,69.4,0,0,1,1,0,0,0,1,0,0,0,275000,2022,0,0,0.0,0.0,1,1,1,0,3.14,2.82,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,1999,party,2011,2018.0,2018.0,,0,0,0,-19,-19,0.722,,,42010.94,71.2,0,0,1,1,0,0,0,0,0,0,0,277000,2022,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2000,party,2011,2018.0,2018.0,,0,0,0,-18,-18,,,,43472.34,73.5,0,0,1,1,0,0,0,1,0,0,0,281000,2022,0,0,0.0,0.0,1,1,1,0,3.31,3.05,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2001,party,2011,2018.0,2018.0,,0,0,0,-17,-17,,,,44545.98,72.6,0,0,1,1,0,0,0,0,0,0,0,284000,2022,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2002,party,2011,2018.0,2018.0,,0,0,0,-16,-16,,,,44389.56,71.7,0,0,1,1,0,0,0,1,0,0,0,288000,2022,0,0,0.0,0.0,1,1,1,0,3.33,3.16,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2003,party,2011,2018.0,2018.0,,0,0,0,-15,-15,,,23.826,45088.92,72.1,0,0,1,1,0,0,0,1,0,0,0,291000,2022,0,0,0.0,0.0,1,1,1,0,3.47,3.26,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2004,party,2011,2018.0,2018.0,,0,0,0,-14,-14,,,17.456,48101.71,70.4,0,0,1,1,0,0,0,1,0,0,0,293000,2022,0,0,0.0,0.0,1,1,1,0,3.49,3.24,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2005,party,2011,2018.0,2018.0,,0,0,0,-13,-13,0.0,97.024,25.267,50674.44,70.9,0,0,1,1,1,1,1,1,1,1,1,297000,2022,0,0,0.0,0.0,1,1,1,0,3.35,3.3,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2006,party,2011,2018.0,2018.0,,0,0,0,-12,-12,,92.473,23.694,52306.13,71.7,0,0,1,1,0,1,1,1,0,1,1,304000,2022,0,0,0.0,0.0,1,1,1,0,3.21,3.2,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2007,party,2011,2018.0,2018.0,,0,0,0,-11,-11,0.0,111.984,27.916,55457.36,71.3,0,0,1,1,1,1,1,1,1,1,1,311000,2022,0,0,0.0,0.0,1,1,1,0,3.04,3.11,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2008,party,2011,2018.0,2018.0,,0,0,0,-10,-10,,115.9,21.416,55360.81,70.7,0,0,1,1,0,1,1,1,0,1,1,317000,2022,0,0,0.0,0.0,1,1,1,0,3.1,3.15,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2009,party,2011,2018.0,2018.0,,0,0,0,-9,-9,0.0,,24.481,50581.08,70.2,0,0,1,1,1,0,1,1,1,0,1,319000,2022,0,0,0.0,0.0,1,1,1,0,2.77,2.9,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2010,party,2011,2018.0,2018.0,,0,0,0,-8,-8,0.0,68.205,30.802,49528.49,70.5,0,0,1,1,1,1,1,1,1,1,1,318000,2022,0,0,0.0,0.0,1,1,1,0,2.69,2.9,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2011,party,2011,2018.0,2018.0,,0,0,0,-7,-7,0.629,89.303,40.108,50058.83,70.0,0,0,1,1,1,1,1,1,1,1,1,319000,2022,0,0,0.0,0.0,1,1,1,0,2.68,2.87,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2012,party,2011,2018.0,2018.0,,0,0,0,-6,-6,0.625,85.089,38.025,50375.41,70.6,0,0,1,1,1,1,1,1,1,1,1,320000,2022,0,0,0.0,0.0,1,1,1,0,2.52,2.85,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2013,party,2011,2018.0,2018.0,,0,0,0,-5,-5,0.0,225.697,55.575,51696.09,71.1,0,0,1,1,1,1,1,1,1,1,1,321000,2022,0,0,1.0,0.0,1,1,1,0,2.52,2.81,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2014,party,2011,2018.0,2018.0,,0,0,0,-4,-4,0.613,127.934,39.388,52102.58,71.9,0,0,1,1,1,1,1,1,1,1,1,327000,2022,0,0,1.0,0.0,1,1,1,0,2.53,2.9,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2015,party,2011,2018.0,2018.0,,0,0,0,-3,-3,0.0,133.554,53.784,53505.7,72.8,0,0,1,1,1,1,1,1,1,1,1,332000,2022,0,0,1.0,0.0,1,1,1,0,2.49,2.79,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2016,party,2011,2018.0,2018.0,,0,0,0,-2,-2,0.601,148.403,55.13,56049.29,73.0,0,0,1,1,1,1,1,1,1,1,1,338000,2022,0,0,1.0,0.0,1,1,1,0,2.3,2.53,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2017,party,2011,2018.0,2018.0,,0,0,0,-1,-1,1.182,138.561,62.003,56657.98,72.6,0,0,1,1,1,1,1,1,1,1,1,348000,2022,0,0,1.0,0.0,1,1,1,0,2.41,2.68,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2018,party,2011,2018.0,2018.0,,1,1,1,0,0,0.579,156.155,74.535,57731.65,71.6,0,0,1,1,1,1,1,1,1,1,1,354000,2022,0,0,1.0,0.0,1,1,1,0,2.43,2.86,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2019,party,2011,2018.0,2018.0,,1,1,1,1,1,0.0,182.423,59.606,57118.85,71.5,0,0,1,1,1,1,1,1,1,1,1,361000,2022,0,0,1.0,0.0,1,1,1,0,2.53,2.94,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2020,party,2011,2018.0,2018.0,,1,1,1,2,2,2.24,141.839,43.097,52464.31,69.3,0,0,1,1,1,1,1,1,1,1,1,366000,2022,0,0,1.0,0.0,1,1,1,0,2.52,2.99,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2021,party,2011,2018.0,2018.0,,1,1,1,3,3,0.55,173.356,56.622,54285.02,69.1,0,0,1,1,1,1,1,1,1,1,1,372000,2022,0,0,1.0,0.0,1,1,1,0,2.72,2.92,retained_legacy_not_independently_reimported,2022,0,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2022,party,2011,2018.0,2018.0,,1,1,1,4,4,0.539,163.531,67.305,57606.88,70.6,0,0,1,1,1,1,1,1,1,1,1,376000,2022,1,1,1.0,0.0,1,1,1,0,2.19,2.38,retained_legacy_not_independently_reimported,2022,1,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric.
Iceland,ISL,2023,party,2011,2018.0,2018.0,,1,1,1,5,5,,130.045,45.413,60019.41,70.4,0,0,1,1,0,1,1,0,0,0,0,383000,2022,1,0,1.0,0.0,1,1,1,0,,,excluded_legacy_flagged_for_manual_review,2022,1,excluded_until_researcher_coding_rubric_is_documented,364134,40,36,0,0,1.098497,1,GDP parsed from comma-formatted text to numeric. | WGI legacy value excluded because source file flagged this country-year for manual review. | UNODC outcome values preserved from source dataset; not silently imputed or replaced.
Italy,ITA,1990,party,2012,2013.0,2014.0,,0,0,0,-23,-24,0.705,,,27625.18,35.0,0,0,1,1,0,0,0,0,0,0,0,56760000,2020,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2020,0,excluded_until_researcher_coding_rubric_is_documented,59641488,2421,5964,3543,59,0.405925,0,GDP parsed from comma-formatted text to numeric.
Italy,ITA,1991,party,2012,2013.0,2014.0,,0,0,0,-22,-23,0.787,,,28030.77,35.5,0,0,1,1,0,0,0,0,0,0,0,56817000,2020,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2020,0,excluded_until_researcher_coding_rubric_is_documented,59641488,2421,5964,3543,59,0.405925,0,GDP parsed from comma-formatted text to numeric.
