country,iso3,year,convention_status_current,convention_signed_year,convention_ratified_year,convention_entry_into_force_year,convention_denounced_effective_year,treatment_main_ratification,post_entry_into_force,active_party_annual_approx,event_time_main_ratification_years,years_since_entry_into_force,outcome_primary_female_intentional_homicide_rate_per_100k,outcome_secondary_sexual_violence_rate_per_100k,outcome_secondary_rape_rate_per_100k,gdp_per_capita_constant_2015_usd,female_labor_force_participation_pct,turkey_post_denunciation_2021_onward,microstate_country,sample_exclude_turkey,sample_exclude_microstates,sample_primary_female_homicide_2000_2023,sample_secondary_sexual_violence_2005_2023,sample_secondary_rape_2005_2023,sample_core_controls_available,sample_primary_full_controls,sample_secondary_sv_full_controls,sample_secondary_rape_full_controls,population_total,grevio_report_year,grevio_report_available,sample_primary_grevio_available,wbl_dv_legislation,wbl_femicide_law,sample_wbl_dv_legislation,sample_wbl_femicide_law,ratified_by_2023,ratification_after_analysis_window,government_effectiveness_wgi,rule_of_law_wgi,wgi_value_status,grevio_baseline_report_year_verified,grevio_report_available_verified,grevio_score_status,wave_shelter_reference_population_2020,wave_shelter_existing_beds_2020,wave_shelter_beds_needed_ic_standard_2020,wave_shelter_beds_missing_2020,wave_shelter_pct_beds_missing_2020,wave_shelter_beds_per_10k_total_population_2020,wave_shelter_meets_ic_minimum_standard_2020,data_quality_note,male_intentional_homicide_rate_per_100k,total_intentional_homicide_rate_per_100k,female_ipf_homicide_rate_per_100k,male_ipf_homicide_rate_per_100k,female_ip_homicide_rate_per_100k,female_share_of_homicide_victims,log_female_male_homicide_ratio,unodc_subregion,post_socialist,convention_denunciation_year,treat_year_first_full_ratification,treat_year_first_full_eif,ever_ratified_verified,treatment_first_full_year_ratification,treatment_first_full_year_eif,treatment_ratification_nonabsorbing
Croatia,HRV,2007,party,2013,2018.0,2018.0,,0,0,0,-11.0,-11.0,1.071,15.779,3.754,12717.99,45.1,0,0,1,1,1,1,1,1,1,1,1,4435000,2023.0,0,0,1.0,0.0,1,1,1,0,0.78,0.07,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,1.83049474178343,1.43653043608314,,,,0.36912008992361645,-0.5359934895508802,Southern Europe,1,,2019.0,2019.0,True,0,0,0
Croatia,HRV,2008,party,2013,2018.0,2018.0,,0,0,0,-10.0,-10.0,1.072,17.638,4.357,12970.44,45.7,0,0,1,1,1,1,1,1,1,1,1,4434000,2023.0,0,0,1.0,0.0,1,1,1,0,0.97,0.04,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,2.26395172291543,1.64556385535216,,,,0.32134757605638664,-0.7475857736643655,Southern Europe,1,,2019.0,2019.0,True,0,0,0
Croatia,HRV,2009,party,2013,2018.0,2018.0,,0,0,0,-9.0,-9.0,1.073,15.265,2.993,12099.55,46.6,0,0,1,1,1,1,1,1,1,1,1,4429000,2023.0,0,0,1.0,0.0,1,1,1,0,1.0,0.07,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,1.20498274826199,1.13675103331249,,,,0.4710307840648294,-0.11600678639654155,Southern Europe,1,,2019.0,2019.0,True,0,0,0
Croatia,HRV,2010,party,2013,2018.0,2018.0,,0,0,0,-8.0,-8.0,1.435,9.23,3.278,11965.0,46.0,0,0,1,1,1,1,1,1,1,1,1,4418000,2023.0,0,0,1.0,0.0,1,1,1,0,0.99,0.14,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,1.44879767902612,1.44147646249121,0.6276723711624,0.386346047740298,,0.49760772416066656,-0.00956917637676663,Southern Europe,1,,2019.0,2019.0,True,0,0,0
Croatia,HRV,2011,party,2013,2018.0,2018.0,,0,0,0,-7.0,-7.0,0.946,8.83,2.85,11993.07,44.5,0,0,1,1,1,1,1,1,1,1,1,4290000,2023.0,0,0,1.0,0.0,1,1,1,0,0.85,0.19,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,1.35890072696336,1.14463944324737,0.450382487327363,0.436789519381079,,0.41042982412796913,-0.36218879383900465,Southern Europe,1,,2019.0,2019.0,True,0,0,0
Croatia,HRV,2012,party,2013,2018.0,2018.0,,0,0,0,-6.0,-6.0,0.815,8.053,2.958,11780.47,44.5,0,0,1,1,1,1,1,1,1,1,1,4268000,2023.0,0,0,1.0,0.0,1,1,1,0,1.15,0.25,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,1.6098283435159,1.19739770261642,0.543151459821389,0.731740156143593,0.316838351562477,0.33610626590510895,-0.6806947201192198,Southern Europe,1,,2019.0,2019.0,True,0,0,0
Croatia,HRV,2013,party,2013,2018.0,2018.0,,0,0,0,-5.0,-5.0,0.954,13.577,6.459,11838.22,44.5,0,0,1,1,1,1,1,1,1,1,1,4256000,2023.0,0,0,1.0,0.0,1,1,1,0,1.15,0.3,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,1.22412175996392,1.08429254920125,0.590877666960439,0.293789222391341,0.363617025821809,0.43799204320689705,-0.24931526377117275,Southern Europe,1,,2019.0,2019.0,True,0,0,0
Croatia,HRV,2014,party,2013,2018.0,2018.0,,0,0,0,-4.0,-4.0,0.777,14.315,7.939,11862.76,46.3,0,0,1,1,1,1,1,1,1,1,1,4238000,2023.0,0,0,1.0,0.0,1,1,1,0,1.15,0.37,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,0.935186413414905,0.853185902809328,0.639912679344099,0.246101687740764,0.365664388196628,0.4538057269420195,-0.1853055316852188,Southern Europe,1,,2019.0,2019.0,True,0,0,0
Croatia,HRV,2015,party,2013,2018.0,2018.0,,0,0,0,-3.0,-3.0,0.692,14.461,6.167,12283.78,46.7,0,0,1,1,1,1,1,1,1,1,1,4203000,2023.0,0,0,1.0,0.0,1,1,1,0,0.79,0.22,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,1.09194391081201,0.884378611088172,0.599362002201042,0.347436698894729,0.507152463400881,0.3879045724509453,-0.4561288356427539,Southern Europe,1,,2019.0,2019.0,True,0,0,0
Croatia,HRV,2016,party,2013,2018.0,2018.0,,0,0,0,-2.0,-2.0,0.933,17.334,7.688,12848.42,45.1,0,0,1,1,1,1,1,1,1,1,1,4174000,2023.0,0,0,1.0,0.0,1,1,1,0,0.73,0.58,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,1.20474367823304,1.06371572584033,0.839427538399729,0.20079061303884,0.512983495688723,0.43644147308211184,-0.2556169072910303,Southern Europe,1,,2019.0,2019.0,True,0,0,0
Croatia,HRV,2017,party,2013,2018.0,2018.0,,0,0,0,-1.0,-1.0,0.851,12.135,6.031,13485.3,45.2,0,0,1,1,1,1,1,1,1,1,1,4154000,2023.0,0,0,1.0,0.0,1,1,1,0,0.92,0.53,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,1.42517173955699,1.12767209256717,0.756671298913775,0.407191925587712,0.425627605638998,0.3738733704538611,-0.5156354758549085,Southern Europe,1,,2019.0,2019.0,True,0,0,0
Croatia,HRV,2018,party,2013,2018.0,2018.0,,1,1,1,0.0,0.0,0.383,14.634,7.379,14060.99,45.0,0,0,1,1,1,1,1,1,1,1,1,4089000,2023.0,0,0,1.0,0.0,1,1,1,0,0.88,0.52,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,0.825373636327995,0.596292847367914,0.239652752747379,0.412686818163998,0.191722202197903,0.31695494546195174,-0.767801187147954,Southern Europe,1,,2019.0,2019.0,True,0,0,1
Croatia,HRV,2019,party,2013,2018.0,2018.0,,1,1,1,1.0,1.0,0.678,21.524,11.84,14641.66,44.8,0,0,1,1,1,1,1,1,1,1,1,4066000,2023.0,0,0,1.0,0.0,1,1,1,0,0.79,0.6,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,0.989539783275163,0.827828171469303,0.43557168784029,0.260405206125043,0.241984271022384,0.4065870012818293,-0.3780926817262092,Southern Europe,1,,2019.0,2019.0,True,1,1,1
Croatia,HRV,2020,party,2013,2018.0,2018.0,,1,1,1,2.0,2.0,0.927,15.074,7.638,13545.49,44.4,0,0,1,1,1,1,1,1,1,1,1,4048000,2023.0,0,0,1.0,0.0,1,1,1,0,0.73,0.41,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,1.10243772604895,1.01164453441337,0.683230616930406,0.104994069147519,0.439219682312404,0.4567767653579338,-0.17332555585050474,Southern Europe,1,,2019.0,2019.0,True,1,1,1
Croatia,HRV,2021,party,2013,2018.0,2018.0,,1,1,1,3.0,3.0,0.688,22.703,11.492,15395.13,45.9,0,0,1,1,1,1,1,1,1,1,1,3900000,2023.0,0,0,1.0,0.0,1,1,1,0,0.95,0.48,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,1.0047168813588,0.840847880426335,0.540931286973883,0.370158851026926,0.196702286172321,0.40644717824738624,-0.37867223278134493,Southern Europe,1,,2019.0,2019.0,True,1,1,1
Croatia,HRV,2022,party,2013,2018.0,2018.0,,1,1,1,4.0,4.0,0.692,18.377,9.137,16618.11,47.0,0,0,1,1,1,1,1,1,1,1,1,3875000,2023.0,0,0,1.0,0.0,1,1,1,0,0.81,0.52,retained_legacy_not_independently_reimported,2023.0,0,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page.,0.902718297197166,0.79344217483012,0.642347711710394,0.424808610445725,0.296468174635567,0.43393243886161,-0.2658245858918588,Southern Europe,1,,2019.0,2019.0,True,1,1,1
Croatia,HRV,2023,party,2013,2018.0,2018.0,,1,1,1,5.0,5.0,,21.458,10.832,17225.15,47.1,0,0,1,1,0,1,1,1,0,1,1,3854000,2023.0,1,0,1.0,0.0,1,1,1,0,0.5,0.25,retained_legacy_not_independently_reimported,2023.0,1,excluded_until_researcher_coding_rubric_is_documented,4058165.0,301.0,406.0,105.0,26.0,0.741715,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2023 from official CoE page. | UNODC outcome values preserved from source dataset; not silently imputed or replaced.,,,,,,,,Southern Europe,1,,2019.0,2019.0,True,1,1,1
Hungary,HUN,1990,signed_not_ratified,2014,,,,0,0,0,,,1.284,,,8646.45,46.1,0,0,1,1,0,0,0,0,0,0,0,10375000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,2.64257519713751,1.93617724055442,,,,0.32700252396440577,-0.7217736899060643,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,1991,signed_not_ratified,2014,,,,0,0,0,,,2.149,,,7618.64,45.6,0,0,1,1,0,0,0,0,0,0,0,10346000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,3.83546672136036,2.95813060021337,,,,0.3590963238762066,-0.5792885102390434,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,1992,signed_not_ratified,2014,,,,0,0,0,,,2.114,,,7388.08,45.5,0,0,1,1,0,0,0,0,0,0,0,10324000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,3.83842803301616,2.94075846885409,,,,0.3551491909308836,-0.5964810289362481,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,1993,signed_not_ratified,2014,,,,0,0,0,,,2.177,,,7353.9,45.4,0,0,1,1,0,0,0,0,0,0,0,10294000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,3.63991087405914,2.87731718173541,,,,0.37425362828034053,-0.5140114139478847,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,1994,signed_not_ratified,2014,,,,0,0,0,,,1.827,,,7581.0,45.3,0,0,1,1,0,0,0,0,0,0,0,10261000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,4.33580973771568,3.02709774730736,,,,0.29645568786895565,-0.8642331061006161,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,1995,signed_not_ratified,2014,,,,0,0,0,,,1.815,,,7704.64,45.3,0,0,1,1,0,0,0,0,0,0,0,10229000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,4.0173151373331,2.86744240025079,,,,0.3111971759519722,-0.7945283355000973,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,1996,signed_not_ratified,2014,,,,0,0,0,,,2.106,,,7725.7,45.2,0,0,1,1,0,0,0,1,0,0,0,10193000,,0,0,0.0,0.0,1,1,0,0,1.47,1.55,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,3.20401589509414,2.63049716881822,,,,0.3966089822717307,-0.41961457649767253,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,1997,signed_not_ratified,2014,,,,0,0,0,,,2.079,,,7971.81,45.2,0,0,1,1,0,0,0,0,0,0,0,10156000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,3.61467510933309,2.8116665482167,,,,0.36514201461760554,-0.5531149697591331,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,1998,signed_not_ratified,2014,,,,0,0,0,,,2.115,,,8297.85,45.2,0,0,1,1,0,0,0,1,0,0,0,10116000,,0,0,0.0,0.0,1,1,0,0,1.59,1.38,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,3.59153221996901,2.8190401090393,,,,0.37062789071775115,-0.5295241011675659,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,1999,signed_not_ratified,2014,,,,0,0,0,,,1.966,,,8578.2,45.3,0,0,1,1,0,0,0,0,0,0,0,10068000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,3.03611683049001,2.47558769644657,,,,0.3930336028971578,-0.4345783187840835,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2000,signed_not_ratified,2014,,,,0,0,0,,,1.637,,,8979.74,45.6,0,0,1,1,1,0,0,1,1,0,0,10222000,,0,0,0.0,0.0,1,1,0,0,1.7,1.42,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,2.42434492462183,2.01165790099003,,,,0.4030684490932344,-0.3926960553310749,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2001,signed_not_ratified,2014,,,,0,0,0,,,1.595,,,9365.95,45.9,0,0,1,1,1,0,0,0,0,0,0,10188000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,3.49421881788391,2.49835492180838,,,,0.313407628376097,-0.7842361002696387,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2002,signed_not_ratified,2014,,,,0,0,0,,,1.638,,,9836.94,46.2,0,0,1,1,1,0,0,1,1,0,0,10158000,,0,0,0.0,0.0,1,1,0,0,1.69,1.48,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,2.40408221129576,2.00227539364808,,,,0.40523668603833524,-0.3836922283677378,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2003,signed_not_ratified,2014,,,,0,0,0,,,1.715,5.54,5.292,10253.72,46.4,0,0,1,1,1,0,0,1,1,0,0,10129000,,0,0,0.0,0.0,1,1,0,0,1.41,1.37,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,2.852776074755,2.25542422106006,,,,0.37545623339077255,-0.5088795008903114,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2004,signed_not_ratified,2014,,,,0,0,0,,,1.662,7.654,2.647,10786.49,46.7,0,0,1,1,1,0,0,1,1,0,0,10107000,,0,0,0.0,0.0,1,1,0,0,1.36,1.44,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,2.52590672223105,2.07222219853654,,,,0.39685697658389874,-0.4185783997471294,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2005,signed_not_ratified,2014,,,,0,0,0,,,1.447,8.524,2.623,11272.73,46.8,0,0,1,1,1,1,1,1,1,1,1,10087000,,0,0,0.0,0.0,1,1,0,0,1.27,1.43,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,1.83102919671789,1.62929455718258,0.964971533339766,0.439277610062051,,0.44142376811310935,-0.23538576369300512,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2006,signed_not_ratified,2014,,,,0,0,0,,,1.411,6.498,2.05,11734.45,46.9,0,0,1,1,1,1,1,1,1,1,1,10071000,,0,0,0.0,0.0,1,1,0,0,1.43,1.66,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,2.08595490579028,1.7313531031967,0.68227283654837,0.607525587039929,,0.40349390770342997,-0.39092806592403995,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2007,signed_not_ratified,2014,,,,0,0,0,,,1.196,6.408,2.143,11791.71,46.8,0,0,1,1,1,1,1,1,1,1,1,10066000,,0,0,0.0,0.0,1,1,0,0,1.18,1.6,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,1.90947974860335,1.53476927609169,0.873132765246583,0.71343199398367,,0.3851256800299167,-0.46784816649694727,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2008,signed_not_ratified,2014,,,,0,0,0,,,1.331,25.228,2.136,11929.72,46.6,0,0,1,1,1,1,1,1,1,1,1,10044000,,0,0,0.0,0.0,1,1,0,0,1.18,1.55,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,2.33310814986205,1.8069900965961,0.703548451195129,0.693626747256286,,0.3632534700292923,-0.5612708091151309,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2009,signed_not_ratified,2014,,,,0,0,0,,,1.2,14.618,2.28,11142.89,45.8,0,0,1,1,1,1,1,1,1,1,1,10031000,,0,0,0.0,0.0,1,1,0,0,1.14,1.31,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,1.59956609664936,1.38980848439085,0.72379718479085,0.505126135784009,0.590466124434641,0.428637852643026,-0.2874108460790834,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2010,signed_not_ratified,2014,,,,0,0,0,,,1.165,12.947,2.465,11287.37,46.6,0,0,1,1,1,1,1,1,1,1,1,10014000,,0,0,0.0,0.0,1,1,0,0,1.1,1.31,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,1.62385848811394,1.38288629112252,0.553716622343879,0.27415792656469,0.420060885916046,0.4177336372444881,-0.33208401306422386,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2011,signed_not_ratified,2014,,,,0,0,0,,,0.805,8.133,1.971,11536.36,46.8,0,0,1,1,1,1,1,1,1,1,1,9986000,,0,0,1.0,0.0,1,1,0,0,1.11,1.29,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,2.178015785328,1.45777335776427,0.402483784934514,0.444061470795029,0.306654312331059,0.26986112643432947,-0.9953272736734229,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2012,signed_not_ratified,2014,,,,0,0,0,,,1.116,13.664,1.936,11440.76,47.5,0,0,1,1,1,1,1,1,1,1,1,9932000,,0,0,1.0,0.0,1,1,0,0,1.04,1.04,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,1.39877939542847,1.2504256741433,0.692544289409642,0.296710780848464,0.500170875684741,0.4437765006460358,-0.22584913196251546,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2013,signed_not_ratified,2014,,,,0,0,0,,,1.37,60.408,2.508,11729.57,47.7,0,0,1,1,1,1,1,1,1,1,1,9909000,,0,0,1.0,0.0,1,1,0,0,1.16,0.99,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,1.76307407045902,1.55723130947025,0.733355719981628,0.361111556600041,0.42457436419989,0.43727022380906694,-0.2522481765666639,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2014,signed_not_ratified,2014,,,,0,0,0,,,1.297,7.837,3.224,12287.38,48.9,0,0,1,1,1,1,1,1,1,1,1,9878000,,0,0,1.0,0.0,1,1,0,0,0.99,0.87,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,1.68170461837599,1.48030354739537,0.696968332953389,0.447035404884756,0.445285323831332,0.43542417465587213,-0.25975402746286896,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2015,signed_not_ratified,2014,,,,0,0,0,,,1.981,,,12782.94,49.9,0,0,1,1,1,0,0,1,1,0,0,9845000,,0,0,1.0,0.0,1,1,0,0,0.88,0.66,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,2.53722444063529,2.24611505942905,,,,0.4384465681216711,-0.24746897593111605,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2016,signed_not_ratified,2014,,,,0,0,0,,,1.598,6.116,6.095,13145.66,50.8,0,0,1,1,1,1,1,1,1,1,1,9814000,,0,0,1.0,0.0,1,1,0,0,0.79,0.71,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,2.56404284601064,2.05901168254688,0.487289254706678,0.341872379468085,0.253390412447473,0.3839460714662511,-0.47283240218729394,Eastern Europe,1,,,,False,0,0,0
Hungary,HUN,2017,signed_not_ratified,2014,,,,0,0,0,,,0.86,6.009,6.009,13734.24,51.1,0,0,1,1,1,1,1,1,1,1,1,9788000,,0,0,1.0,0.0,1,1,0,0,0.83,0.92,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,9769526.0,348.0,977.0,629.0,64.0,0.35621,0.0,GDP parsed from comma-formatted text to numeric.,2.48276989795602,1.63505483999481,0.469354706703666,0.385257397958692,0.21512090723918,0.2572716717731179,-1.0601977209861349,Eastern Europe,1,,,,False,0,0,0
